x,y,z,channel,particle
39.06118804663095,27.028735973014278,50.345263594488934,0,0
16.097987968555824,59.81372261922468,60.331573196853526,0,0
-26.079640415920323,57.435487281938116,76.06561906629055,0,0
-49.17613100539755,21.169091745597985,73.02337200467946,0,0
-48.80154868806881,-18.626144456675252,57.9041590325132,0,0
-17.46441801773694,-48.35404160897022,51.49842780824763,0,0
22.435942442736888,-40.75726742646496,41.57911515729569,0,0
55.57836658765887,-11.527112124554167,39.36447931298265,0,0
48.10697479019166,18.907390897239072,51.44144873214235,0,0
28.587943302780197,56.16135227167962,61.86426069192721,0,0
-14.800151148941818,64.86034112687268,76.64888929292104,0,0
-46.2277101675566,31.96698130336735,80.27898500843918,0,0
-53.849413413259875,-9.525115685203478,66.5101346573687,0,0
-32.02092506837627,-49.4393811233844,57.70173637847632,0,0
11.089978861524655,-44.6817543398253,47.08346223243,0,0
52.33547711416482,-25.869210257471334,41.11227666699449,0,0
51.374106998463645,-16.08448065856662,13.677028821143534,0,0
56.328524727439884,27.16103445946885,16.8036241573014,0,0
23.711008379215727,53.806765111110174,10.155916060904676,0,0
-16.032354897847334,59.972897294679825,1.7742635826710451,0,0
-53.37627580875755,36.78379553649516,1.7215310155445729,0,0
-51.73711277721345,-6.228422014509976,-6.285984859269858,0,0
-22.284534371074475,-35.21769197174581,-3.2088340945240774,0,0
18.289735864724538,-39.60132078212981,3.2821684627942163,0,0
62.07105224738499,-8.416897413194206,13.571976127367407,0,0
51.85262111263118,36.377124028114935,12.651378659281058,0,0
14.423882872714684,57.26930369808577,3.2184891368749127,0,0
-28.852719219961955,59.57073520984546,-2.1635499642663514,0,0
-62.05040213216595,26.9387787810471,-4.723815084495836,0,0
-47.01774709073931,-16.314150933546024,-10.211022783009586,0,0
-11.198850248608611,-40.07206791778078,-7.402156547205703,0,0
31.369102560454483,-40.04126679113922,1.71415142117691,0,0
49.897683387553265,28.59597756252565,50.15461978063747,0,1
15.156714599913489,54.2267368251332,41.899140162936504,0,1
-29.916507610661768,54.30631048064704,37.606015878222436,0,1
-58.13907905367098,20.873751904372224,48.48174281705878,0,1
-56.45242176869019,-22.957818531425946,61.605886707492076,0,1
-16.24194175289328,-41.475321059139034,68.705347350475,0,1
27.201445710333978,-49.20270649224092,64.0395950860843,0,1
58.19731831602556,-14.530839380759234,60.73816114154761,0,1
59.087091217494496,19.72255508499632,56.8988746353816,0,1
25.79660970961863,49.48090243174226,46.81815037610517,0,1
-18.913734652961775,62.36488353689447,41.246748569454866,0,1
-57.8246349462216,35.79315041121714,47.17685113694738,0,1
-66.65073033678425,-9.99167190345572,61.005787979881475,0,1
-27.192303664715265,-34.90804681132495,71.53107823251501,0,1
15.479328843361605,-49.89933486843466,68.98554090159965,0,1
59.22875731160507,-28.102069329557533,67.1355759758795,0,1
61.005938495466175,-29.005872203937628,3.3133567560626807,0,1
66.0603117084664,17.508135778154603,8.618349127203544,0,1
32.9674947862891,49.94739950946186,13.85338180389081,0,1
-12.673979981924736,55.91487621397788,11.131645548503446,0,1
-47.95652348576913,25.451749926691427,7.247137499688185,0,1
-52.62959936523383,-20.75277627167719,5.929364426315407,0,1
-21.84060664712996,-56.06687682160335,2.4537075769552645,0,1
24.439165684944793,-56.97596843801384,1.961480377720731,0,1
69.52146687154477,-17.929198545542846,-1.8083944360991095,0,1
64.98394503823398,30.53491948397441,6.680875285374686,0,1
23.930475972426944,57.018470861798754,9.444142863917332,0,1
-24.425388350335513,55.26194703253527,6.715705109195541,0,1
-53.78502838466729,15.638610576658996,3.0879378746457906,0,1
-48.30246249558864,-33.01659508625929,2.1706382495002603,0,1
-8.781456745255422,-61.63715328625524,-3.3374631659237872,0,1
39.77307121939351,-56.6872063351145,-0.7501070034131327,0,1
46.18837099710385,24.494828460419324,56.200980147580104,0,2
14.990078810481435,56.937902206528236,48.72807705854607,0,2
-31.7284665802166,56.89126701196568,43.25997464175777,0,2
-61.67477420514321,19.71230146331061,39.62569902258919,0,2
-50.3010515254749,-24.950597158111925,47.64873019976571,0,2
-18.767292454848217,-52.71563655934701,67.0331995567668,0,2
27.830930871644412,-56.68151013154981,72.90636740832512,0,2
57.41697937180025,-18.825175480356368,66.83629610729308,0,2
52.53059773785033,13.843510933769327,62.92505176080053,0,2
26.156504817314783,52.505320948270395,55.08707513297384,0,2
-20.689719666156858,62.015575954154905,47.52216636664348,0,2
-61.535532892822815,33.830349774975645,42.32025706098658,0,2
-59.37078488144562,-15.166261853314069,47.16095675076542,0,2
-32.702502994014246,-50.58375881055691,65.68257734843195,0,2
13.21543713014041,-62.553743760141124,76.18543234510668,0,2
54.23425017338848,-33.72101197355091,73.02313937228244,0,2
59.74130635788328,-26.30019092031167,7.168320451118229,0,2
64.27070314241436,16.46607806686383,-13.638115856575263,0,2
29.947714406390496,48.31891661391118,-14.2114503549082,0,2
-15.028972471502945,57.377833791400185,-9.310730900333928,0,2
-49.73234431268073,27.055767935213396,-1.5134762756145084,0,2
-56.01427104704143,-18.342889385416818,8.84838380283529,0,2
-20.52128446616936,-45.94071687521532,23.872098427651448,0,2
24.78903616746823,-53.51079765062197,22.174430948726314,0,2
68.89983629606417,-19.872996523638776,-3.860443447703059,0,2
58.97343557962669,25.890559862895287,-19.54900604478243,0,2
19.5100288774167,53.576412009540675,-17.199662102838232,0,2
-29.239012196432032,54.578237956313934,-12.232701123764803,0,2
-57.178114061816366,15.636044228295617,-2.3683589051488885,0,2
-53.56030035689496,-31.93133374754946,10.500457581229018,0,2
-9.099132521513594,-51.171070683976126,21.468712466553686,0,2
38.11773545098936,-54.42537942557988,16.74046365210745,0,2
43.679585887742604,22.455105848043882,46.52286920996478,0,3
8.130789380317855,44.685093819241956,53.994532956308824,0,3
-34.34749095965655,49.33891488261093,60.39563050528859,0,3
-64.38557797151535,16.83000599244063,66.16676777095822,0,3
-54.766578560893485,-25.366032347513936,59.848575278549006,0,3
-20.97876077038992,-50.478238853931714,55.31289407350344,0,3
21.870584751968135,-51.289480558285675,55.649240309602796,0,3
54.36291938732101,-21.440341922123736,52.044469246204756,0,3
53.48703030426334,12.139571738081367,51.24506595147155,0,3
19.751458618988746,41.170185251826034,55.22322315936991,0,3
-21.779912087337582,56.50583712104598,62.44798411372034,0,3
-59.88503401116883,29.65128736205284,67.17706210249779,0,3
