NPC,r_CR,r_NR,SSE_CR,SSE_NR,SSE_l_CR,SSE_l_NR,SSE_a_CR,SSE_a_NR,Cx_CR,Cy_CR,Cz_CR,Cx_NR,Cy_NR,Cz_NR,Tx_CR,Ty_CR,Tz_CR,Tx_NR,Ty_NR,Tz_NR,el_minor_CR,el_minor_NR,el_major_CR,el_major_NR,el_q_CR,el_q_NR,el_rot_CR,el_rot_NR,el_ssum_CR,el_ssum_NR,el_ssumXY_CR,el_ssumXY_NR,el_ssumZ_CR,el_ssumZ_NR,el_Cx_CR,el_Cy_CR,el_Cz_CR,el_Cx_NR,el_Cy_NR,el_Cz_NR,el_ Tx_CR,el_ Ty_CR,el_ Tz_CR,el_ Tx_NR,el_ Ty_NR,el_ Tz_NR
10,29.30035938321366,31.769940704714063,93.66445608883735,96.86917975690987,6.336869636237397,6.336034896865576,87.32758645259996,90.5331448600443,-3.6688126328618913,1.3302052045583548,31.67903110829838,-8.416560238238555,-0.97958449773676,-3.0319090207414727,-0.12866458410520215,0.08490539409306141,0.988046810050484,0.1339166307693732,0.06686081691071522,-0.9887345281547575,25.4,26.7,37.3,40.6,0.68,0.66,0.725,1.289,399.3,320.8,312.0,230.3,87.3,90.5,-3.1869046288697165,1.0208885397490648,31.76836609257032,-7.642048522386739,-0.9310811298717157,-2.9237273286584817,-0.12866458410520215,0.08490539409306141,0.988046810050484,0.1339166307693732,0.06686081691071522,-0.9887345281547575
11,43.73856760390166,43.23743930236621,154.4897432759617,198.74613219685847,5.977364900291644,5.893502212310055,148.51237837567007,192.8526299845484,-0.4201241773786428,11.848934606570815,33.12659870281874,-0.3469809490235122,9.198762738833281,0.7355481430209413,0.038704999186680356,0.016378970805215,0.9991164358338426,0.0408348974211756,-0.2854236252659531,-0.9575311301950673,36.8,36.9,52.8,51.7,0.7,0.71,-0.51,0.951,224.5,296.8,76.0,103.9,148.5,192.9,-0.39094576984466284,11.591094989994094,33.129695236117065,-0.27109384094762995,9.303828268524136,0.7074661922069713,0.038704999186680356,0.016378970805215,0.9991164358338426,0.0408348974211756,-0.2854236252659531,-0.9575311301950673
12,42.1280768462402,41.1608734977421,61.14058877458581,140.94991177314478,2.5198145035792416,4.880664956604076,58.62077427100657,136.0692468165407,-7.576661453281196,2.356890347334615,29.853807805324106,-4.315219009577928,5.311248823100861,2.3260720186646537,0.02823953701427043,0.10623509328337138,0.9939399546774911,-0.07516957232734779,0.05625877426759884,0.9955824856404569,40.6,35.1,44.3,48.5,0.92,0.72,0.81,0.448,132.6,161.5,74.0,25.5,58.6,136.1,-7.275510143097665,2.4770887949329583,29.832404433054148,-4.185382061974099,5.238361998755311,2.3399938296863594,0.02823953701427043,0.10623509328337138,0.9939399546774911,-0.07516957232734779,0.05625877426759884,0.9955824856404569
13,42.50233153378381,41.02012687379323,149.4119296353605,127.9706981789402,3.7906478477454506,5.1019486382941155,145.62128178761506,122.86874954064608,1.8177914545834557,1.4536917347665974,32.50883205550051,6.4848475769917915,-4.581956844263877,-0.4141062974977433,0.03577841782329615,-0.23050105496313,0.9724140931100009,-0.03127664874685846,-0.2335395039061473,0.9718441600166338,40.0,38.3,46.3,45.9,0.86,0.83,1.326,-0.171,301.0,377.3,155.3,254.4,145.6,122.9,1.7317709222607198,1.883550344033745,32.61389073594513,6.638102666779366,-4.579662669806749,-0.4086228195948097,0.03577841782329615,-0.23050105496313,0.9724140931100009,-0.03127664874685846,-0.2335395039061473,0.9718441600166338
14,36.540644775539064,38.57232458451024,103.8307046101487,224.09763543584918,3.258312702329328,3.7007115236419628,100.57239190781937,220.39692391220723,-1.4195503282287714,-7.65095395067929,31.914335330710777,-1.1043984647233887,0.2521116618441522,-0.16285549330764154,0.31986749438691775,-0.0011925927338231057,-0.9474615368220527,0.25042655585483564,0.05476977523878501,-0.9665851291236474,33.6,35.5,40.4,42.9,0.83,0.83,-0.165,0.531,176.1,341.6,75.5,121.2,100.6,220.4,-1.3851059975995168,-7.949961181616104,31.926340267210197,-1.1568612068210287,0.49461430245747995,-0.1627067725145525,0.31986749438691775,-0.0011925927338231057,-0.9474615368220527,0.25042655585483564,0.05476977523878501,-0.9665851291236474
15,40.87681457936377,39.738056641838654,116.11552806959514,197.27722474652205,6.210457619666615,3.891599838481429,109.90507044992853,193.38562490804063,-2.101843233280901,1.6120467770007259,30.768723959900072,6.840173371693169,-0.9100684206877482,-0.41230930834662005,-0.15092043921513768,-0.12083751927554265,0.981132669399222,0.03625805029281757,-0.10839324777077408,0.9934466556522635,34.9,35.8,49.4,44.9,0.7,0.8,0.099,1.148,273.2,270.0,163.3,76.6,109.9,193.4,-2.2453744304383862,1.5221926084506239,30.735579057936757,6.8455728606684385,-1.160877963008643,-0.4398717704587964,-0.15092043921513768,-0.12083751927554265,0.981132669399222,0.03625805029281757,-0.10839324777077408,0.9934466556522635
16,39.485135670806066,41.62225673271978,313.912455778096,137.45434385409087,3.3701534270823883,3.450097957282365,310.5423023510136,134.0042458968085,3.6455699203276333,2.4556166699912607,32.03005540247438,-5.855053479671421,-11.842621000605916,8.017064999714703,0.017578863338606115,-0.14129234455962097,-0.9898118290526579,-0.07106139805645782,-0.08199349572963088,-0.9940962450207207,36.3,38.1,43.6,46.0,0.83,0.83,1.437,1.265,387.4,201.5,76.8,67.5,310.5,134.0,3.4865791125392303,2.633998633950831,32.00176832529932,-5.740695846991092,-11.975795448885199,8.019874612278459,0.017578863338606115,-0.14129234455962097,-0.9898118290526579,-0.07106139805645782,-0.08199349572963088,-0.9940962450207207
17,31.681342113332914,30.99576529689416,127.1598217197127,154.8537951153212,3.428177973633537,4.688982642350405,123.73164374607916,150.1648124729708,-0.07181142595780853,-6.641831678943767,30.954946079465604,-7.891066425410203,-0.06448363129621067,0.6109556181151767,-0.04756813097697404,0.09692036593031872,-0.9941547744608434,0.22007708617525745,-0.018347320437342662,-0.9753099261124014,29.5,26.0,35.2,37.9,0.84,0.69,1.48,1.433,225.7,225.1,102.0,74.9,123.7,150.2,-0.03380256410187593,-6.144155398868164,31.001646007739748,-7.609078221304593,0.13686364501462134,0.6707980925277349,-0.04756813097697404,0.09692036593031872,-0.9941547744608434,0.22007708617525745,-0.018347320437342662,-0.9753099261124014
18,31.19584065924421,34.19951187920625,86.37584144957856,140.25970583206777,5.148167901160207,3.4149269934569446,81.22767354841835,136.8447788386108,-7.481506949347876,-2.901228528237208,34.30493249831154,-6.292585085163897,-2.0965179939587917,2.8338432200073904,0.1657251703249809,0.4502057002593757,0.8774109615081873,-0.06545316512616307,-0.22913061095520992,-0.9711925897051827,29.1,32.4,36.0,37.2,0.81,0.87,-0.642,-0.252,356.5,258.8,275.3,121.9,81.2,136.8,-7.899904324101234,-3.2585930955073272,34.56732555190927,-6.038440183814826,-2.0482161715925433,2.805319511572371,0.1657251703249809,0.4502057002593757,0.8774109615081873,-0.06545316512616307,-0.22913061095520992,-0.9711925897051827
19,41.47551421566055,39.95694212863299,78.1937417243678,87.94526938111385,3.68002739573979,4.419729801415093,74.51371432862801,83.52553957969876,-4.794208629313518,-7.711270394908585,30.33513297626087,-0.8855308755295137,-1.7351427022037484,0.8581889306521953,0.038310175743174815,-0.19277062732725259,0.9804956989576162,0.04294675204135249,-0.13904882419901649,-0.9893538300213778,39.0,35.2,45.2,45.9,0.86,0.77,-0.407,-1.454,213.7,142.5,139.2,59.0,74.5,83.5,-4.654587456495726,-7.859150442241329,30.300603665017967,-0.6977484158976195,-1.6373592659099647,0.8525973769093403,0.038310175743174815,-0.19277062732725259,0.9804956989576162,0.04294675204135249,-0.13904882419901649,-0.9893538300213778
