x,y,z,channel,particle
22.0847758392528,17.715344873969617,27.232368419198195,0,0
10.846691580993236,42.24116423096422,33.183775661737386,0,0
-17.636412817730356,41.29848423642627,45.878677154890134,0,0
-31.511592604593037,15.964627203814521,42.294941558544735,0,0
-32.199441965782874,-9.897884903252757,29.532295584776662,0,0
-11.341601496644335,-30.74763498675962,26.958738473528406,0,0
14.828483916553369,-24.647936935143406,20.07777994719277,0,0
38.18880976406992,-5.523293756330617,18.662850654888494,0,0
28.96788095959498,13.364118407750189,29.460165955518733,0,0
18.963813710251888,39.2785791708964,36.20262246099441,0,0
-10.307112584406756,46.37330565797358,47.29160935578294,0,0
-30.00793951779115,22.479843542414947,49.28578916199285,0,0
-35.167462683292555,-4.555087756770475,37.302805392658016,0,0
-22.23869824795065,-32.96785592709095,32.40294656646783,0,0
6.261869103435565,-26.800784260644196,25.069263895879182,0,0
35.606288965264625,-16.437219119017158,20.85935800611241,0,0
36.81344024689537,-9.794877666159906,10.907071533314937,0,0
38.08286186618765,19.717490927130978,12.074642515892242,0,0
15.010364996567109,34.30451795330671,6.373768051513105,0,0
-10.4672967392312,42.304690499313075,2.4591408089704956,0,0
-36.602770342809414,27.208793924691197,4.388915085498235,0,0
-31.867432699779297,-1.0120509088229044,-4.481780932369668,0,0
-12.621900651791268,-18.95825206060679,-1.2467248147680912,0,0
12.955708047278847,-21.822814343274754,3.208753099188938,0,0
44.83546937651006,-4.597220201267812,10.182860257132424,0,0
34.59564222739481,24.744437711146304,8.09689345191675,0,0
9.131646598423783,35.46349016590624,0.299194391118077,0,0
-19.31782925910585,42.15094919658153,-0.6056740619476373,0,0
-42.894166530502716,20.629404327027125,-1.8452484572958192,0,0
-28.43450601200083,-6.910040289976361,-7.888138907319886,0,0
-4.46092965833313,-19.943233130380243,-5.561076329396457,0,0
22.519787887330544,-24.362054762592848,0.841697090566131,0,0
33.35879369946031,19.72536401618743,26.450586801774822,0,1
9.40809019270278,36.6108714886904,21.005740092108102,0,1
-21.44327440757185,38.11270875090088,16.729155891872264,0,1
-40.7438491640474,15.200568904714514,24.87304602415515,0,1
-39.646663694638875,-15.075956801514367,34.11908265205704,0,1
-10.203408634507044,-23.545786160652323,38.03764891162667,0,1
18.382224684380205,-33.81477029491583,33.65530441145866,0,1
40.48505430921542,-9.777473941777005,33.119077431355294,0,1
40.336731511440405,14.614006486416118,32.06364350486472,0,1
15.345175161523349,32.13926028816603,25.598651351417978,0,1
-14.205857418592055,43.65363931360945,20.992608367102417,0,1
-41.813990140112615,26.268401980241226,24.742025713407187,0,1
-47.936177361691676,-5.611794765676717,34.533803187499885,0,1
-17.326493587513998,-17.507030907936464,41.10652182789658,0,1
10.080014240962669,-31.566981454783143,37.92517381004832,0,1
41.983045353036346,-19.106346412612172,38.36221600203869,0,1
42.81816335627552,-19.49836533421447,2.589074907675049,0,1
46.22466242321184,12.310077055352634,7.661421833700236,0,1
23.512473214027303,34.258808360637104,12.133098795334476,0,1
-7.713793453227575,39.41520795184783,9.012160665424219,0,1
-30.321461413623908,16.9381498010537,6.611970745479384,0,1
-35.49506404374038,-14.284807502122327,6.50536512864114,0,1
-13.993537239870882,-38.39258342190004,3.95356785003348,0,1
