NPC,r_CR,r_NR,SSE_CR,SSE_NR,SSE_l_CR,SSE_l_NR,SSE_a_CR,SSE_a_NR,Cx_CR,Cy_CR,Cz_CR,Cx_NR,Cy_NR,Cz_NR,Tx_CR,Ty_CR,Tz_CR,Tx_NR,Ty_NR,Tz_NR,el_minor_CR,el_minor_NR,el_major_CR,el_major_NR,el_q_CR,el_q_NR,el_rot_CR,el_rot_NR,el_ssum_CR,el_ssum_NR,el_ssumXY_CR,el_ssumXY_NR,el_ssumZ_CR,el_ssumZ_NR,el_Cx_CR,el_Cy_CR,el_Cz_CR,el_Cx_NR,el_Cy_NR,el_Cz_NR,el_ Tx_CR,el_ Ty_CR,el_ Tz_CR,el_ Tx_NR,el_ Ty_NR,el_ Tz_NR
37,57.12522453343825,55.1214668679641,119.38272542316508,119.07079056546175,3.1056912532993204,6.130057967897728,116.27703416986576,112.94073259756402,-1.4312030775384852,-0.858974330550982,56.289455992180635,-7.191698857176895,-2.956080220444202,4.2792937767938835,-0.04934081646911324,0.08655595894745904,-0.9950243965857557,-0.05211076945079129,-0.1863705028093873,-0.9810965820905824,55.5,48.1,59.5,63.7,0.93,0.76,0.52,1.388,237.6,208.7,121.3,95.7,116.3,112.9,-1.3754471253594645,-0.8397718105199452,56.288361595227386,-7.595978133536799,-3.1535224184354527,4.338273399122444,-0.04934081646911324,0.08655595894745904,-0.9950243965857557,-0.05211076945079129,-0.1863705028093873,-0.9810965820905824
38,56.010202549225085,57.384164165904025,146.01176172852672,66.97538831317479,3.6527489344936184,4.472310810089946,142.3590127940331,62.50307750308484,-2.2528494071970213,-1.147265460242345,57.66091844272659,2.52053626933081,2.1473711024669084,3.4384824584139575,-0.13758890022407283,0.12580706637742367,-0.9824672394459963,-0.04206975446821015,-0.09785674658372034,0.9943109136014918,52.8,52.1,60.1,63.6,0.88,0.82,-0.912,1.418,252.0,122.0,109.6,59.5,142.4,62.5,-2.1413965653176583,-1.1556649237970842,57.64423454208148,2.4261050420887584,2.165762126746158,3.4362970124813326,-0.13758890022407283,0.12580706637742367,-0.9824672394459963,-0.04206975446821015,-0.09785674658372034,0.9943109136014918
39,56.955632097889676,58.2106360680587,73.40665867777436,93.49059825575532,5.4231961490198275,4.554568915608605,67.98346252875453,88.93602934014672,-3.8089576558577996,-2.906818756282188,53.49384614292572,1.5697758225781464,0.8612900811341694,2.5338834584204575,0.05452797251342935,-0.16083033271803804,0.9854746593857096,0.1171254142311477,0.12661251805884477,-0.9850131509842803,51.9,52.9,63.6,64.3,0.82,0.82,-0.897,-1.195,246.4,150.0,178.5,61.0,68.0,88.9,-4.177829734404246,-3.024098995196541,53.4951162179116,1.55883532573919,0.8773568573243395,2.5346477576235857,0.05452797251342935,-0.16083033271803804,0.9854746593857096,0.1171254142311477,0.12661251805884477,-0.9850131509842803
40,57.2238266596158,59.51768788040675,172.38782923107442,230.0351922278574,4.344205940918665,3.3196939774180105,168.04362329015575,226.7154982504394,3.5682177210537747,-8.364832142706597,57.691632475821606,-2.900954428286302,4.633125753838419,2.2105066804876596,-0.1079337100951021,0.2448511718957127,0.9635342328357632,0.03547802384641865,-0.17712773662741454,0.9835482066178567,53.7,56.6,62.0,63.1,0.86,0.9,-0.913,-1.187,350.5,317.6,182.4,90.8,168.0,226.7,3.707196507003104,-8.26502294687169,57.681837387850166,-2.8867615918990244,4.430785316538537,2.173555123634233,-0.1079337100951021,0.2448511718957127,0.9635342328357632,0.03547802384641865,-0.17712773662741454,0.9835482066178567
41,58.10150925949418,58.95405651247743,87.12262213109805,199.86787150002698,3.4676530061929833,6.355650136218386,83.65496912490507,193.5122213638086,-4.324300328686933,-3.4278986672932192,57.20274644340987,-0.513726378333471,11.732638882826508,1.352527349672606,-0.19293280885652114,0.23260872702342117,0.9532418955224726,0.0026528101120888528,0.21702990072008285,0.976161351822505,56.3,51.0,60.8,68.5,0.93,0.75,0.308,-1.464,241.7,249.3,158.1,55.7,83.7,193.5,-4.316569336284364,-3.4376926746141203,57.20670108878641,-0.49019710004527534,11.306718742304314,1.4471582085284471,-0.19293280885652114,0.23260872702342117,0.9532418955224726,0.0026528101120888528,0.21702990072008285,0.976161351822505
42,57.22624052242648,57.63521499691342,66.3670354582046,125.2104785177751,7.201558018388051,2.257550562467197,59.16547743981655,122.9529279553079,-0.008757191987806738,4.399102166833938,59.64342562080789,1.5549700620717029,7.77637670305968,2.114285967265055,0.20340186144177966,-0.09062969703726664,0.9748917584926813,-0.3120494453231019,-0.07107820023235956,-0.9474033106999749,48.1,56.4,68.5,59.2,0.7,0.95,0.813,0.747,107.9,187.4,48.8,64.4,59.2,123.0,-0.0028364800550997066,4.458337601839972,59.647697075217074,1.5870769946449967,7.80058269950881,2.1018947617136576,0.20340186144177966,-0.09062969703726664,0.9748917584926813,-0.3120494453231019,-0.07107820023235956,-0.9474033106999749
43,57.921006672215924,56.878315400367775,57.536930832371866,130.9454532403655,1.714228040340822,6.090829439160288,55.822702792031045,124.85462380120524,2.456896402852067,-1.797195217486508,58.173900229466504,-5.293441806455456,3.9808739366691155,0.47305169670094677,-0.36272471543193835,0.12030376411006649,0.9240983633552053,-0.02430272730295351,0.11134171125096454,-0.9934849776324477,56.9,49.5,59.2,65.7,0.96,0.75,-1.086,0.241,92.5,183.5,36.7,58.6,55.8,124.9,2.4244522243349915,-1.7898995205670576,58.16021553341821,-5.362759757765745,3.8343464197953043,0.45832574760702505,-0.36272471543193835,0.12030376411006649,0.9240983633552053,-0.02430272730295351,0.11134171125096454,-0.9934849776324477
44,56.650154046869645,58.59977081772357,118.3631146515992,179.9714034467163,3.0653345523989746,3.099600336157222,115.29778009920022,176.87180311055909,1.9138803158735265,0.9783880361084203,60.16671066564494,3.1746246059807106,9.106486337793147,3.0723948380281163,0.17936507058217113,0.04690798571556376,-0.9826636313261834,0.05198150517368381,0.07542927030496738,-0.9957953345447741,53.7,55.1,60.2,62.6,0.89,0.88,1.084,0.293,182.2,216.8,66.9,39.9,115.3,176.9,1.9643806797112844,0.8934511783150915,60.1718739628815,3.2452250833272416,8.985121001174171,3.066887100129806,0.17936507058217113,0.04690798571556376,-0.9826636313261834,0.05198150517368381,0.07542927030496738,-0.9957953345447741
45,59.1183098531524,58.766946568065364,102.07141491809479,119.7262880061004,3.404467734941471,3.928550677342907,98.66694718315331,115.79773732875749,9.425650279479422,0.3830451578878126,57.36451148256772,9.729570460233806,-0.08129821695455237,1.35105561283096,-0.05395464210224383,-0.258404785092868,0.9645288298629165,0.0783466639174805,-0.11908473816369258,0.9897881719789776,58.0,56.7,61.1,61.9,0.95,0.92,-0.361,-0.005,274.6,305.7,175.9,189.9,98.7,115.8,9.651285243013994,0.32580160160845434,57.36179725042245,9.70928276433642,-0.20613666004716746,1.3376417527827351,-0.05395464210224383,-0.258404785092868,0.9645288298629165,0.0783466639174805,-0.11908473816369258,0.9897881719789776
46,55.802639756295285,57.97526507732624,110.768653729997,199.73562344916817,3.3267951057476224,4.864052412600335,107.44185862424938,194.87157103656784,-2.559361805181902,4.31976391226583,59.38522565839941,3.883001150044807,3.14945628858581,3.8114861603548045,0.12936810606009763,0.31074489069985667,0.9416482921124837,0.1958217478724748,0.22721629203652094,-0.9539531433426609,52.8,52.0,59.5,65.0,0.89,0.8,-0.806,-0.592,203.2,247.0,95.8,52.1,107.4,194.9,-2.674857594502056,4.423320338613487,59.36691929177739,3.9721749254104837,3.0426072927344223,3.8043415032652526,0.12936810606009763,0.31074489069985667,0.9416482921124837,0.1958217478724748,0.22721629203652094,-0.9539531433426609
47,57.23745345612335,56.15341141035201,121.59380171019902,116.35483313008254,3.501244633217378,3.5682558999930016,118.09255707698163,112.78657723008953,0.14703667677981938,3.238943369089301,61.64790992724861,5.100309913171802,0.0475455798416215,3.369602041695802,0.14588920852299778,0.043162937156073444,0.988358892150313,0.0072845520318002704,-0.15927965221553325,-0.9872066286709155,54.4,54.7,60.8,58.6,0.9,0.93,0.772,-1.032,225.8,282.0,107.7,169.2,118.1,112.8,0.13925467862353616,3.253499091102987,61.64842294113581,5.312728911401445,0.02934994570306894,3.374105224103077,0.14588920852299778,0.043162937156073444,0.988358892150313,0.0072845520318002704,-0.15927965221553325,-0.9872066286709155
48,57.3683849365772,56.83018757544791,115.7142028900714,137.0404866776469,6.233841883773678,3.4947616750124166,109.48036100629773,133.54572500263447,6.750631223355236,-6.888781560309777,57.59908494928452,4.187758791259181,-3.341584191046194,2.508905629692336,-0.07301886194919444,-0.03607053053295084,-0.9966780636829106,-0.20641660763399294,-0.05586990466724928,0.9768678200480077,50.5,53.9,66.0,60.5,0.77,0.89,1.396,0.175,231.3,235.3,121.8,101.7,109.5,133.5,6.858888714179096,-6.7798517167306604,57.58721151045064,4.1718743085387615,-3.3956740938915657,2.5024556078743463,-0.07301886194919444,-0.03607053053295084,-0.9966780636829106,-0.20641660763399294,-0.05586990466724928,0.9768678200480077
