NPC,r_CR,r_NR,SSE_CR,SSE_NR,SSE_l_CR,SSE_l_NR,SSE_a_CR,SSE_a_NR,Cx_CR,Cy_CR,Cz_CR,Cx_NR,Cy_NR,Cz_NR,Tx_CR,Ty_CR,Tz_CR,Tx_NR,Ty_NR,Tz_NR,el_minor_CR,el_minor_NR,el_major_CR,el_major_NR,el_q_CR,el_q_NR,el_rot_CR,el_rot_NR,el_ssum_CR,el_ssum_NR,el_ssumXY_CR,el_ssumXY_NR,el_ssumZ_CR,el_ssumZ_NR,el_Cx_CR,el_Cy_CR,el_Cz_CR,el_Cx_NR,el_Cy_NR,el_Cz_NR,el_ Tx_CR,el_ Ty_CR,el_ Tz_CR,el_ Tx_NR,el_ Ty_NR,el_ Tz_NR
24,59.03514898111217,57.63692061573862,107.33321399874637,105.83715869492698,4.1537288692498,6.2476198086772,103.17948512949657,99.58953888624978,-5.214890131632051,5.840882205044465,53.059738167918184,-6.279230189642627,-0.7231498260972669,1.2579266738752055,0.13875097827883723,-0.2918977433810782,-0.9463317988082718,-0.06758972743739965,0.19235626003607897,-0.9789947384791556,53.8,51.2,65.0,66.1,0.83,0.77,0.902,0.706,145.1,288.2,41.9,188.6,103.2,99.6,-5.269101911451001,5.799711542121347,53.0644888125888,-5.9054260981086095,-0.8649351527941259,1.2042607962477243,0.13875097827883723,-0.2918977433810782,-0.9463317988082718,-0.06758972743739965,0.19235626003607897,-0.9789947384791556
25,59.48322513047874,58.41885297456594,264.542259386511,185.66229055677118,2.6042981070749236,5.111977330373276,261.9379612794361,180.55031322639792,-6.206806185774547,-2.8865877325567704,56.299363966453264,-3.934829523785598,5.246332485536795,-0.34265916071949065,0.061207724938870126,-0.16513347396621747,0.984370128652661,0.19429699708235193,0.17670796587802207,-0.9648953164566776,58.8,54.2,60.7,64.3,0.97,0.84,-0.98,-1.453,365.4,411.6,103.4,231.0,261.9,180.6,-6.065741269767917,-2.8220933163303767,56.301411899813644,-3.4632739106928065,4.969466818136169,-0.29840827676844583,0.061207724938870126,-0.16513347396621747,0.984370128652661,0.19429699708235193,0.17670796587802207,-0.9648953164566776
26,56.058628987259866,56.770888643839655,132.6704412207097,151.43718741887258,3.88477471281765,6.262233886400008,128.78566650789205,145.17495353247259,5.955499313985816,-0.9618129489987512,56.72740614216066,-5.766181195653022,-8.831103926216716,2.164267970689494,0.02777614101601242,-0.006383382186543107,0.9995937867064397,0.010508084798995974,0.11188049247963992,-0.9936661086886127,53.0,49.9,60.2,65.6,0.88,0.76,0.261,-0.347,287.0,274.2,158.2,129.0,128.8,145.2,6.268475316758218,-0.8035240906573462,56.719720172708726,-5.504681386975962,-8.810347717357145,2.1693703657388834,0.02777614101601242,-0.006383382186543107,0.9995937867064397,0.010508084798995974,0.11188049247963992,-0.9936661086886127
27,57.86265967599758,59.02839359297876,150.73984532337678,148.65924787232862,3.8585279518625595,4.363258785609617,146.88131737151423,144.295989086719,4.103113017949108,-0.5378054996729542,58.62246059101757,4.516356169995222,-4.556594122083904,1.9326006910164033,0.16191166361300496,-0.31375982531491176,0.9355957381286135,-0.21167092076002403,0.09056361963016368,-0.9731359884949723,53.9,55.1,62.6,64.0,0.86,0.86,0.322,0.46,233.8,289.5,87.0,145.2,146.9,144.3,3.9617537834426004,-0.5521611526710508,58.642109549322804,4.618817141185323,-4.534515370896724,1.9123687021452491,0.16191166361300496,-0.31375982531491176,0.9355957381286135,-0.21167092076002403,0.09056361963016368,-0.9731359884949723
28,57.95955347347988,58.692327641803665,186.9796865107684,166.73034976743176,5.04588389480778,2.8661771258141178,181.93380261596062,163.86417264161764,-1.153334471875031,-7.078539451297607,59.59121365577386,4.106063033696681,3.2330386959719433,6.026682457176034,-0.06393509582436098,0.09430619501637766,0.993488120262876,-0.052599554552706325,-0.014872946576060975,-0.9985049235336815,53.1,56.5,64.1,61.4,0.83,0.92,-1.203,-1.351,343.0,243.4,161.1,79.6,181.9,163.9,-1.3054705015615216,-7.306331588748993,59.60304608523284,3.9792777927703966,3.301688344343005,6.03233873839286,-0.06393509582436098,0.09430619501637766,0.993488120262876,-0.052599554552706325,-0.014872946576060975,-0.9985049235336815
29,57.683792986379814,56.60614187211358,113.37835468235484,95.0206416329504,3.506270482917511,6.723678602381547,109.87208419943732,88.29696303056886,4.369946951428752,6.402812121577759,57.594394127377115,1.7970975174056585,-1.504699861521786,3.0324014326571183,0.2880050403068151,0.07508055241600231,-0.9546811024665659,-0.02663602497988665,0.02592591203936337,-0.9993089458511807,55.2,49.8,61.0,65.7,0.91,0.76,-0.439,-0.994,237.0,294.5,127.1,206.2,109.9,88.3,4.499118032373152,6.373147752534498,57.631029088589464,1.5756254067938753,-1.6236907907875855,3.03521756706346,0.2880050403068151,0.07508055241600231,-0.9546811024665659,-0.02663602497988665,0.02592591203936337,-0.9993089458511807
30,57.94727613138333,56.31754270472675,128.16847189084123,139.80291761254702,2.574480045683955,3.5608298396202964,125.59399184515729,136.24208777292674,-4.759953302017846,1.5307369746361321,56.634359318874615,8.755658353215155,6.552829428365243,0.47564570929783984,-0.04737477933185835,-0.14466023171507036,0.9883466232265885,0.09830840760721775,-0.21949693285229055,-0.9706474918641524,56.0,53.7,60.3,59.8,0.93,0.9,-1.207,-1.544,193.1,267.3,67.5,131.1,125.6,136.2,-4.760675132326344,1.5623685592376153,56.63895450410585,8.743832924138774,6.554502402905887,0.4740696975170392,-0.04737477933185835,-0.14466023171507036,0.9883466232265885,0.09830840760721775,-0.21949693285229055,-0.9706474918641524
31,58.279240022115076,57.889596192094714,187.84782646133013,131.5698294509054,2.8879832643410746,3.887065917204733,184.95984319698906,127.68276353370067,3.3351711931208254,4.70755472174732,59.914826255518065,-0.21767630772361246,6.970991751019179,-0.4636026429636785,-0.09680366204481407,0.23599885373699492,-0.9669196409472391,0.2679587067256676,-0.13680811715559082,-0.9536674842785875,56.8,55.0,60.4,61.8,0.94,0.89,-1.271,-0.299,298.5,276.7,113.5,149.0,185.0,127.7,3.2244457777723152,4.560349570131697,59.889982803858764,-0.37208720251911875,6.90972524851352,-0.4981995956386542,-0.09680366204481407,0.23599885373699492,-0.9669196409472391,0.2679587067256676,-0.13680811715559082,-0.9536674842785875
32,54.822376627763276,56.9407369590523,169.76954377835537,189.28412734966048,6.661094904218605,3.2683161697255674,163.10844887413677,186.0158111799349,-2.3319676904688325,-3.5722198411567057,56.765535529959855,2.013139986398751,-2.324972518285091,0.38603959837979573,0.04932463918838723,-0.016268456263860975,0.9986502978018508,-0.05690676280152408,0.11940365237273665,-0.9912135936050825,47.3,54.1,64.4,60.5,0.74,0.89,-0.008,-1.201,277.0,281.2,113.9,95.2,163.1,186.0,-1.9253236103231077,-3.620682010683071,56.744661378855554,1.975928363074807,-2.387904289836775,0.3805950701908971,0.04932463918838723,-0.016268456263860975,0.9986502978018508,-0.05690676280152408,0.11940365237273665,-0.9912135936050825
33,54.912139115230076,58.26390453237119,85.70150441644027,149.15851875716893,8.047116908679731,3.7039564958631592,77.65438750776055,145.45456226130577,-0.5428686640292644,-3.7246966323773516,56.93452705193527,-1.1673824184779145,2.8215677454882773,0.9336598338627086,-0.051582932368746705,0.018189746026051612,0.9985030466792523,-0.022208884868998826,-0.3647063916644691,-0.9308576761846886,45.7,54.9,67.2,62.4,0.68,0.88,-1.552,1.151,222.6,248.1,145.0,102.7,77.7,145.5,-0.7733824801585255,-4.2934680415077775,56.93297996490971,-1.148527853646885,2.9879145725110314,0.8680359565818495,-0.051582932368746705,0.018189746026051612,0.9985030466792523,-0.022208884868998826,-0.3647063916644691,-0.9308576761846886
34,58.10313635336165,56.691953320656815,118.18888325419186,224.2574783542862,1.942648184401774,6.010090604490959,116.24623506979009,218.24738774979525,6.388306706926929,-6.072091035907345,57.08855774825889,-6.200294525915408,1.4872798074630555,1.817525540879373,-0.036027276037674166,-0.024855633356933304,-0.9990416572254287,0.28663183450517743,-0.07416494877228808,-0.9551658242534644,57.5,51.7,59.0,63.8,0.97,0.81,0.414,-1.284,173.8,474.6,57.6,256.4,116.2,218.2,6.39285174670902,-5.93488199952265,57.084980156795496,-5.893482450184561,1.8058991425522652,1.8848559664634192,-0.036027276037674166,-0.024855633356933304,-0.9990416572254287,0.28663183450517743,-0.07416494877228808,-0.9551658242534644
35,57.60833573816997,60.05082896068657,185.55435448009626,79.93001756127951,5.840129177605933,3.8141589608798823,179.71422530249032,76.11585860039963,3.8863813648997008,4.843165401127352,57.262715129619814,-3.4429701989202783,7.208946332125384,3.8968476808101515,-0.2299467159904411,0.016367611245784564,0.9730655728712827,-0.027663301487308004,0.0593845279098289,-0.9978518024214563,52.8,56.3,64.4,64.6,0.82,0.87,1.48,1.394,441.4,172.1,261.6,96.0,179.7,76.1,3.8947353926422528,4.8247625596606865,57.26499883162468,-3.3868346849016735,7.139580089901922,3.8911632944293317,-0.2299467159904411,0.016367611245784564,0.9730655728712827,-0.027663301487308004,0.0593845279098289,-0.9978518024214563
36,56.54736484592127,57.28754549274819,125.142510887686,197.45201561342552,3.0136312923077275,4.227009256349119,122.12887959537828,193.2250063570764,0.02799166177643079,-2.4271321090026396,59.573561415856275,2.034432084590346,3.450829342625193,1.9386366401628468,0.13644009321130618,0.06293546306162334,0.9886471708621376,-0.08369782881003321,0.20363158746074872,-0.9754634027172429,54.2,52.7,59.5,62.7,0.91,0.84,1.544,-1.097,213.8,269.9,91.6,76.7,122.1,193.2,-0.0386547381077078,-2.488683507748894,59.58667732533009,2.1495801451761354,3.4543522897822476,1.929492002531402,0.13644009321130618,0.06293546306162334,0.9886471708621376,-0.08369782881003321,0.20363158746074872,-0.9754634027172429
