NPC,r_n107_56nm,r_n107_60nm,r_n107_4nm,r_n107_0nm,SSE_n107_56nm,SSE_n107_60nm,SSE_n107_4nm,SSE_n107_0nm,SSE_l_n107_56nm,SSE_l_n107_60nm,SSE_l_n107_4nm,SSE_l_n107_0nm,SSE_a_n107_56nm,SSE_a_n107_60nm,SSE_a_n107_4nm,SSE_a_n107_0nm,Cx_n107_56nm,Cy_n107_56nm,Cz_n107_56nm,Cx_n107_60nm,Cy_n107_60nm,Cz_n107_60nm,Cx_n107_4nm,Cy_n107_4nm,Cz_n107_4nm,Cx_n107_0nm,Cy_n107_0nm,Cz_n107_0nm,Tx_n107_56nm,Ty_n107_56nm,Tz_n107_56nm,Tx_n107_60nm,Ty_n107_60nm,Tz_n107_60nm,Tx_n107_4nm,Ty_n107_4nm,Tz_n107_4nm,Tx_n107_0nm,Ty_n107_0nm,Tz_n107_0nm,el_minor_n107_56nm,el_minor_n107_60nm,el_minor_n107_4nm,el_minor_n107_0nm,el_major_n107_56nm,el_major_n107_60nm,el_major_n107_4nm,el_major_n107_0nm,el_q_n107_56nm,el_q_n107_60nm,el_q_n107_4nm,el_q_n107_0nm,el_rot_n107_56nm,el_rot_n107_60nm,el_rot_n107_4nm,el_rot_n107_0nm,el_ssum_n107_56nm,el_ssum_n107_60nm,el_ssum_n107_4nm,el_ssum_n107_0nm,el_ssumXY_n107_56nm,el_ssumXY_n107_60nm,el_ssumXY_n107_4nm,el_ssumXY_n107_0nm,el_ssumZ_n107_56nm,el_ssumZ_n107_60nm,el_ssumZ_n107_4nm,el_ssumZ_n107_0nm,eCx_n107_56nm,eCy_n107_56nm,eCz_n107_56nm,eCx_n107_60nm,eCy_n107_60nm,eCz_n107_60nm,eCx_n107_4nm,eCy_n107_4nm,eCz_n107_4nm,eCx_n107_0nm,eCy_n107_0nm,eCz_n107_0nm,eTx_n107_56nm,eTy_n107_56nm,eTz_n107_56nm,eTx_n107_60nm,eTy_n107_60nm,eTz_n107_60nm,eTx_n107_4nm,eTy_n107_4nm,eTz_n107_4nm,eTx_n107_0nm,eTy_n107_0nm,eTz_n107_0nm
10,53.70359572870823,55.999550472369506,55.62749825744099,58.77214093253944,11.920029726596248,14.660302025598895,24.847941867780026,16.501149134611524,5.314966238927793,5.709052099947699,6.696597131750406,6.377945974229464,6.605063487668454,8.951249925651197,18.15134473602962,10.123203160382062,-3.0276867976851407,0.6030779275182999,55.44494733336653,-3.1199777667957624,1.9518997961026305,59.36809760350016,-9.63690710623413,1.0059405084784132,-1.0419626434818565,-8.158669094535881,-1.0004939581327885,-4.802599443517138,0.0779937759989981,-0.09116499188285121,-0.9927768707823615,-0.08330327505526329,0.08529160257784507,0.9928675172925994,0.11972690379091107,0.028808274517645116,-0.9923888108135631,0.12238378405400618,0.018878573303581447,-0.9923032847222888,47.7,51.0,48.5,51.7,61.2,62.9,65.0,67.8,0.78,0.81,0.75,0.76,0.65,0.739,0.844,0.648,59.3,120.8,103.5,80.9,52.7,111.8,85.4,70.8,6.6,9.0,18.2,10.1,-3.5126452276324334,0.45220073109363706,55.42070319404869,-3.565323052625384,2.0398234931618746,59.32317935097399,-9.453966875025703,0.8490970889898555,-1.0244448329351878,-7.775120680897784,-1.0669756568528466,-4.756560064922223,0.0779937759989981,-0.09116499188285121,-0.9927768707823615,-0.08330327505526329,0.08529160257784507,0.9928675172925994,0.11972690379091107,0.028808274517645116,-0.9923888108135631,0.12238378405400618,0.018878573303581447,-0.9923032847222888
11,56.77331091122174,59.2059360649784,55.815052087204535,58.78115958515483,31.11490211178986,59.7076319512522,84.84452079294967,59.864128898871904,5.3105037860301865,6.574107897967047,5.7189906028518305,4.711215242227356,25.804398325759674,53.13352405328516,79.12553019009783,55.15291365664455,-0.5979556147430612,11.234467561523388,56.75756855600739,-0.5059312932755553,11.62638850884741,60.858987241551326,-0.6202585557354703,7.525799558134959,3.59565226429772,-0.6369366317686213,7.758337682462949,-0.4957386379358722,0.03930918353575396,-0.005580772370986531,0.9992115106770416,0.049772276485435175,-0.004733386406742701,0.9987493757427744,0.0205462720644053,-0.25640030681284326,-0.9663522822296925,0.02355440190169424,-0.24680961769230358,-0.9687776849028017,49.8,51.3,49.4,52.9,64.8,68.9,63.8,65.6,0.77,0.74,0.77,0.81,-0.557,-0.478,0.67,0.763,34.2,91.8,129.2,72.3,8.4,38.7,50.1,17.1,25.8,53.1,79.1,55.2,-0.6667337524833271,11.246277006783455,56.760340259731684,-0.3759247004879562,11.360168996048673,60.85124671715951,-0.8868734485667712,7.619057544009854,3.5652396302552005,-0.6657586838541854,7.692367806880602,-0.479632658394448,0.03930918353575396,-0.005580772370986531,0.9992115106770416,0.049772276485435175,-0.004733386406742701,0.9987493757427744,0.0205462720644053,-0.25640030681284326,-0.9663522822296925,0.02355440190169424,-0.24680961769230358,-0.9687776849028017
12,58.130041973255146,60.59960196830413,56.546512324222654,59.08341481976879,4.3790260736304045,14.029796312886527,57.20095540125216,51.13889325292224,2.5054772235684317,2.4119432924557747,4.992785310358929,4.994090147854285,1.8735488500619724,11.617853020430752,52.208170090893226,46.14480310506795,-6.998734589561843,2.2798304881268896,53.90752108735883,-7.128185064778447,2.4180222174711954,57.368491825759,-4.444860000179528,3.839570895686184,4.325462184877869,-3.3059288837927943,4.743706870465318,0.5570467711049759,0.026792366524343733,0.1072841553521452,0.9938673347617387,0.022743547790296578,0.1028748550092452,0.9944342588832795,-0.08574244285694528,0.047247487425084556,0.9951964170076879,-0.09107430852586479,0.046149325243245,0.9947742005631875,55.6,59.4,49.9,52.5,61.0,62.3,64.0,66.5,0.91,0.95,0.78,0.79,0.848,0.827,0.466,0.369,22.8,49.9,54.3,49.5,20.9,38.3,2.1,3.3,1.9,11.6,52.2,46.1,-6.801860256851143,2.2923075374363564,53.900866960850834,-6.914591320758119,2.435653683123526,57.3617827708991,-4.3287126590051415,3.821712897521411,4.336316828366075,-3.3308222410308357,4.7461382243932855,0.5546549211362111,0.026792366524343733,0.1072841553521452,0.9938673347617387,0.022743547790296578,0.1028748550092452,0.9944342588832795,-0.08574244285694528,0.047247487425084556,0.9951964170076879,-0.09107430852586479,0.046149325243245,0.9947742005631875
13,55.7528445185645,58.518082811031675,54.69429565256937,57.30583219883216,35.35279010803521,45.927858327308584,59.3190877015039,46.313202703346015,3.6532271839667634,3.4260338380166986,4.753122953287811,5.395418403841591,31.69956292406844,42.501824489291884,54.565964748216096,40.917784299504426,2.8133633890126664,0.9135036869580633,55.97563331662489,1.4694402677215324,1.865114702882957,60.361604946777064,3.962111424732882,-4.341910560579463,2.0388411987869124,4.356679138664211,-3.97963095831764,-2.219076489918566,-0.0422889575623391,0.20971149217735918,-0.9768483680270117,-0.05669553557875242,0.2101442884912249,-0.9760250991956894,0.001967429878625512,-0.20486039317448446,0.9787892257927998,0.015929623209162,-0.21098912307380369,0.9773586020744697,52.7,55.7,50.2,52.0,59.7,62.0,60.4,64.1,0.88,0.9,0.83,0.81,-0.856,-0.85,-0.326,-0.115,99.3,93.4,123.3,112.2,67.6,50.9,68.8,71.3,31.7,42.5,54.6,40.9,2.8499333740484882,1.2478383760885752,56.04582570496605,1.4479055538576098,2.0304079807038935,60.398444532588684,4.059706181693049,-4.406843656983981,2.0250545426359143,4.282500744160927,-3.58347625275038,-2.132346841635963,-0.0422889575623391,0.20971149217735918,-0.9768483680270117,-0.05669553557875242,0.2101442884912249,-0.9760250991956894,0.001967429878625512,-0.20486039317448446,0.9787892257927998,0.015929623209162,-0.21098912307380369,0.9773586020744697
14,54.21893238330061,56.935722170336106,56.85548949176355,59.36016512989401,16.851689959889317,28.928485183453333,102.97555579263266,68.98668943483602,3.1590249781707067,2.628749215922106,3.8911452104876436,3.469892510731477,13.692664981718611,26.299735967531227,99.08441058214501,65.51679692410454,-0.3909988286963344,-7.578117773193589,55.98500573263276,-2.1531155163985973,-8.28952998051221,59.36997011391841,-1.9783491536245392,-0.2574594837869869,1.3916519066129978,-2.4009654379751213,1.0746838017707196,-2.588875165954635,-0.2907323324315491,-0.00670930487260879,0.9567809028753853,0.2898604027517981,-0.002613681356849029,-0.9570653664125193,0.2256979541022427,0.05576537854021235,-0.9725999465712143,0.2237515828126127,0.05221555083559937,-0.9732465080542471,51.2,53.8,53.2,56.6,57.9,60.4,61.4,62.9,0.88,0.89,0.87,0.9,0.191,-0.106,0.63,0.62,45.8,40.2,163.7,125.0,32.1,13.9,64.6,59.5,13.7,26.3,99.1,65.5,-0.31519100671919303,-7.840807379327428,56.00619900706436,-2.095396437923201,-8.300955553640458,59.38748233275843,-2.0056775273005956,-0.07257734099704038,1.3959106613712946,-2.4047213024358176,1.173710258032806,-2.5844257892476286,-0.2907323324315491,-0.00670930487260879,0.9567809028753853,0.2898604027517981,-0.002613681356849029,-0.9570653664125193,0.2256979541022427,0.05576537854021235,-0.9725999465712143,0.2237515828126127,0.05221555083559937,-0.9732465080542471
15,56.9769926151018,59.74280059737434,56.10369284223093,58.732037191490775,23.871626416999618,19.911314328499536,65.12134979253948,85.62072401700846,5.650899964895863,6.712366630505602,3.4687016171622456,4.03907589189495,18.220726452103754,13.198947697993933,61.65264817537723,81.5816481251135,-1.1851485921983667,2.6639544505826684,54.554864129548015,-2.8222624518817288,1.3923820547250005,58.421632322839166,6.488243300504756,-1.9206132864403065,2.164551956114332,6.46020326549638,-2.488979155074717,-1.959863454483839,-0.1520405530978197,-0.11267412741157323,0.9819308586788329,-0.14150339097424638,-0.11666774333717289,0.983038874107937,0.056402537160559915,-0.10929573859809383,0.9924077767360295,0.0502010398857751,-0.10423268798845065,0.9932851566136933,50.5,52.5,52.0,54.0,64.9,68.9,60.8,64.2,0.78,0.76,0.86,0.84,0.186,0.041,1.191,1.352,72.1,86.4,82.2,113.7,53.9,73.2,20.6,32.2,18.2,13.2,61.7,81.6,-0.9499524114803249,2.5374099851648992,54.576760854753374,-2.9864966424424355,1.3941698258770796,58.39820382956291,6.436628551502411,-1.9386824360985486,2.1654954410031553,6.368705182047064,-2.5816388637416647,-1.9649625657834968,-0.1520405530978197,-0.11267412741157323,0.9819308586788329,-0.14150339097424638,-0.11666774333717289,0.983038874107937,0.056402537160559915,-0.10929573859809383,0.9924077767360295,0.0502010398857751,-0.10423268798845065,0.9932851566136933
16,55.8870498355369,58.23475488880082,57.739634707227836,60.49365633575681,137.648468255178,131.57808069133304,32.52342461656065,25.133980144411172,2.9613520264515145,3.5914176695623277,3.296840223811116,3.4627225869044715,134.68711622872647,127.98666302177072,29.22658439274954,21.6712575575067,3.420955591653324,2.1956051166504293,56.06430343265784,3.852591618810984,2.679209351592829,59.54128119164783,-6.304659547112585,-12.06858973116807,10.010461111691257,-6.336870021231519,-14.971541358820776,6.626625984180871,0.015953189277220736,-0.14315074466391547,-0.9895723116852309,0.01461818102995863,-0.14777706741724703,-0.9889126589992331,-0.06852302993167704,-0.10928372482531457,-0.9916459357337618,-0.061503738300512964,-0.11579202810828787,-0.9913674880697023,53.0,54.5,53.5,55.8,59.3,62.6,62.4,65.5,0.89,0.87,0.86,0.85,1.392,1.411,-1.468,-1.483,169.3,159.7,35.2,23.3,34.6,31.7,6.0,1.6,134.7,128.0,29.2,21.7,3.3282067536975246,2.3496148413520843,56.0405292766251,3.7095739792585984,2.743484068059925,59.52956227314823,-6.1487046417973055,-11.770025766881258,9.966781524854918,-6.264943498280711,-14.621500320771759,6.581278812418367,0.015953189277220736,-0.14315074466391547,-0.9895723116852309,0.01461818102995863,-0.14777706741724703,-0.9889126589992331,-0.06852302993167704,-0.10928372482531457,-0.9916459357337618,-0.061503738300512964,-0.11579202810828787,-0.9913674880697023
17,57.260864238121954,60.08745732457072,56.78283438253106,59.59169667130554,56.50397533823756,37.711394752735046,19.451375986804422,47.608691995356764,3.790197964001899,3.312814500038739,4.73629226541183,4.8168039898075214,52.71377737423566,34.398580252696306,14.715083721392592,42.79188800554925,-0.0608395297698105,-6.7284691372639776,55.19769695720289,0.49894600609905293,-5.979284775975909,58.538750169412545,-8.910512376133077,-1.196464957351783,2.650161164435119,-6.8113851542811314,0.48698466719783623,-1.2571959139548061,-0.06586095655598259,0.11474464557335884,-0.9912093627048605,-0.06564403225876603,0.11387466966003745,-0.9913240744774776,-0.20733457487692317,0.023241316943738655,0.9779939750567618,-0.20950225767220915,0.025139416380802526,0.9774849429910829,52.5,57.5,50.8,53.3,62.6,63.4,63.7,66.7,0.84,0.91,0.8,0.8,-1.522,1.457,-1.549,1.482,64.9,86.1,30.8,48.4,12.2,51.7,16.1,5.6,52.7,34.4,14.7,42.8,-0.09872782445394754,-6.516621814865304,55.22473837374211,0.5469254388063863,-5.756137339220911,58.56120627412209,-8.761571921627215,-1.118674971260463,2.679887895720415,-6.672575769997148,0.3936726339174951,-1.2250453527856566,-0.06586095655598259,0.11474464557335884,-0.9912093627048605,-0.06564403225876603,0.11387466966003745,-0.9913240744774776,-0.20733457487692317,0.023241316943738655,0.9779939750567618,-0.20950225767220915,0.025139416380802526,0.9774849429910829
18,54.875230221859944,57.49367477784427,57.67749656458751,60.49825865162376,19.64171062006546,16.48707370324685,30.245794507124135,26.224342689689152,5.083664016752202,4.426174960422619,3.458843533619874,2.839930282659348,14.558046603313256,12.060898742824232,26.78695097350426,23.384412407029803,-7.888150836673843,-2.7023978174510366,57.88873106001755,-7.516837803237491,-2.061301819958357,61.70256558289808,-4.884424694911684,-2.1198580187886487,4.938607602270365,-5.4493148339182635,-3.0393738172427835,0.7449432927092561,-0.1523440570505026,-0.4548078945186014,-0.8774628581113562,-0.15007789631448004,-0.45150860007756366,-0.8795547789045426,0.09488495525247255,0.2138065732248121,0.9722569590970276,-0.10127042163589584,-0.21176726568558535,-0.9720591169706391,52.2,53.5,54.9,58.1,59.4,62.6,61.2,63.4,0.88,0.85,0.9,0.92,-0.025,0.001,-0.443,-0.673,154.6,79.7,76.6,57.2,140.1,67.6,49.8,33.9,14.6,12.1,26.8,23.4,-8.140403568972726,-2.79318241151103,57.9795824892065,-7.746806099834803,-2.0306419061683214,61.726066044625156,-4.742836698282475,-2.0375672283423913,4.9066933204054735,-5.2647592573358475,-2.9449064599224615,0.7051359246835174,-0.1523440570505026,-0.4548078945186014,-0.8774628581113562,-0.15007789631448004,-0.45150860007756366,-0.8795547789045426,0.09488495525247255,0.2138065732248121,0.9722569590970276,-0.10127042163589584,-0.21176726568558535,-0.9720591169706391
19,56.29690880484026,59.127026450856825,54.51871555837544,57.567140094877075,5.771495557606086,9.061329844701474,23.373039742894925,25.353526273186066,3.331156852743623,3.5395261429849603,5.830307903198212,5.0183916531900294,2.4403387048624627,5.521803701716514,17.542731839696714,20.335134619996037,-4.482931384163352,-6.877653974052841,54.19107337313317,-4.768635981843757,-8.451562553086426,57.9083419873235,-1.2130757237516536,-0.7732533183993691,2.799786206053135,-0.015645974243100005,-1.5132216156893055,-0.7156392833007962,-0.01738538372318363,0.19953769094145918,-0.9797359125430426,0.02869888822012508,-0.20745336380906096,0.9778238469475135,-0.04160271197614256,0.11767517615110291,0.9921803098600763,0.03272216042082867,-0.12005506868666602,-0.9922278169352207,54.1,55.7,47.0,51.6,59.3,63.2,63.3,64.6,0.91,0.88,0.74,0.8,0.419,-0.506,-1.079,1.536,63.4,42.2,24.7,44.0,60.9,36.6,7.1,23.6,2.4,5.5,17.5,20.3,-4.33670918901763,-6.8388578904423625,54.19638006027528,-4.671751303521048,-8.29688017478409,57.938315583527846,-1.243690547822445,-0.7884886686848409,2.800309460561807,0.14103538813325592,-1.5024736515695252,-0.7117726258270706,-0.01738538372318363,0.19953769094145918,-0.9797359125430426,0.02869888822012508,-0.20745336380906096,0.9778238469475135,-0.04160271197614256,0.11767517615110291,0.9921803098600763,0.03272216042082867,-0.12005506868666602,-0.9922278169352207
20,54.02201237083301,56.74590549041594,55.33696165978223,58.27314378997198,56.27110356863728,103.57276914145095,27.350871595314054,14.803699340437465,7.122787286088161,6.606456159305405,6.031297963766476,5.987000630492815,49.14831628254912,96.96631298214554,21.319573631547577,8.81669870994465,3.3958461092471417,2.1327230638066856,58.1143608662605,4.330533810115365,1.8282515229822047,61.61103896095567,2.864004703502155,-0.10735346335876922,3.861307868719257,1.4340563779683264,0.7026757199205602,0.3340016573699585,-0.07188934369926007,0.04710911920669669,-0.9962994796495978,-0.07189001681186837,0.05505126823144979,-0.9958921544770287,-0.10336927461192388,-0.04631590198094032,-0.9935641047712506,-0.10554078432368211,-0.025196058893641626,-0.9940957204719122,45.2,48.4,47.7,50.4,64.8,66.9,64.4,67.5,0.7,0.72,0.74,0.75,0.657,0.481,0.175,-0.3,65.0,115.3,38.0,12.5,15.8,18.3,16.7,3.7,49.1,97.0,21.3,8.8,3.5006963029833105,1.9454271158853065,58.097939138571,4.4904598194041165,1.9857839887345257,61.60820258810502,3.03840837825292,0.12537839426427227,3.832314100611276,1.4636672030736346,0.6859566757403628,0.3312817023107089,-0.07188934369926007,0.04710911920669669,-0.9962994796495978,-0.07189001681186837,0.05505126823144979,-0.9958921544770287,-0.10336927461192388,-0.04631590198094032,-0.9935641047712506,-0.10554078432368211,-0.025196058893641626,-0.9940957204719122
21,56.85988680085192,59.14267684642079,55.92651034956702,58.4208729659598,101.42384945017457,65.32748332966685,20.846058471326362,22.49791773730465,4.711722321381036,4.67316401180227,5.207350317089747,5.2004839215890675,96.71212712879354,60.654319317864584,15.638708154236616,17.297433815715582,-3.4467415485449777,-2.0662277327346925,56.08738523079341,-3.450880213056264,-0.3953979234078808,59.82533578658776,10.023955871420332,-5.376160130906401,3.739376934471826,8.838069269103991,-5.053112049674482,-0.00687532173764858,-0.151064107718574,0.002028632797359542,0.9885218864588505,-0.15063096403566736,0.006652012305492838,0.9885676827642975,-0.12961800154689992,0.17370513516154085,-0.9762303517579747,-0.13350722538045026,0.17231255189486472,-0.9759529728581665,54.6,58.0,50.4,54.9,60.7,61.9,62.9,63.5,0.9,0.94,0.8,0.86,-1.225,-1.42,-0.413,-0.448,224.6,214.8,72.5,141.1,127.9,154.1,56.9,123.8,96.7,60.7,15.6,17.3,-3.18946611300105,-1.9044821747055254,56.12636966026574,-3.2843853719356377,-0.5259510925887794,59.85158357939474,9.785095297722027,-5.281753563601219,3.7878895991925243,8.664361174822995,-4.905698787599697,0.042914414465036355,-0.151064107718574,0.002028632797359542,0.9885218864588505,-0.15063096403566736,0.006652012305492838,0.9885676827642975,-0.12961800154689992,0.17370513516154085,-0.9762303517579747,-0.13350722538045026,0.17231255189486472,-0.9759529728581665
22,54.926857810608254,57.51788364442892,58.64324311574856,61.34644308602658,41.23128142101094,35.199844206809054,96.0239525957753,72.80070714337735,3.031406916292921,4.692718445815866,2.374169377525691,2.397222724222923,38.19987450471802,30.50712576099319,93.64978321824961,70.40348441915442,8.136307533593193,-8.257719099285872,55.10085486144186,8.4582961561374,-7.992610229408706,59.02829517078437,8.753587906984366,5.525698595808064,5.831748086549893,9.781701726359527,5.353459868687994,1.8510533001827014,-0.08716476275208998,0.04212785706910149,-0.9953027417791722,-0.0791275349109595,0.04837419433063528,-0.9956900976417196,-0.06647423676873596,-0.2208451633966182,0.973040898241351,-0.07490699336700439,-0.22076211976751703,0.9724469285367033,51.4,54.0,55.6,58.3,58.9,62.3,61.9,64.6,0.87,0.87,0.9,0.9,-0.382,-0.589,1.248,1.46,54.2,123.2,98.4,76.0,16.0,92.7,4.8,5.6,38.2,30.5,93.6,70.4,8.329083927350666,-8.494461103023749,55.07395174865235,8.608240527089547,-8.229863482270654,59.00485247163327,8.749123253831796,5.378859232249198,5.798115843847541,9.425264762298182,5.213616174355594,1.7918502629678363,-0.08716476275208998,0.04212785706910149,-0.9953027417791722,-0.0791275349109595,0.04837419433063528,-0.9956900976417196,-0.06647423676873596,-0.2208451633966182,0.973040898241351,-0.07490699336700439,-0.22076211976751703,0.9724469285367033
23,57.88165608669194,60.38737740723995,59.29186951965675,61.94298630940061,178.10210077717895,141.37273285894048,88.27754542436301,91.78277601003306,2.607891686479873,1.9989559325744357,4.66411429516122,2.78310516436441,175.4942090906991,139.37377692636605,83.61343112920179,88.99967084566865,6.37108320317321,10.034449666486545,56.32717092763001,7.580124260261546,7.57609836578977,59.61387203712053,-0.8241306720503893,3.265696100653737,4.9494984141012965,-0.7215126884719445,2.3006531076021446,0.9164617066584536,0.03151050814617239,-0.16806568925762644,0.9852720497257237,-0.029116058715639576,0.1728961461426035,-0.9845096128397646,0.19625308098901026,0.17963282175106,0.9639589086429321,-0.18806749333687833,-0.18145813066113203,-0.9652479291699879,55.3,59.1,56.0,59.3,60.8,62.0,63.9,65.0,0.91,0.95,0.88,0.91,1.535,-1.568,-0.62,-1.356,198.0,163.5,180.1,116.7,22.5,24.1,96.5,27.7,175.5,139.4,83.6,89.0,6.47806227195409,10.02603006140209,56.322313374275666,7.530725259008897,7.444340383904666,59.59219409432327,-0.5980134939045895,2.9879007077525017,4.955229962791911,-0.7454181656372982,2.126458257121238,0.9538665163611972,0.03151050814617239,-0.16806568925762644,0.9852720497257237,-0.029116058715639576,0.1728961461426035,-0.9845096128397646,0.19625308098901026,0.17963282175106,0.9639589086429321,-0.18806749333687833,-0.18145813066113203,-0.9652479291699879
24,57.8693113436267,60.1973181313622,56.308703996302086,58.96034031525592,17.360564183645828,31.424733884668136,28.146944393246688,23.417117304824846,3.032412866812053,4.736173266938871,6.6074314556389275,5.504441889476838,14.328151316833774,26.688560617729266,21.53951293760776,17.91267541534801,-4.618291927572687,5.680320664228963,51.12372561441617,-6.082292150508006,6.212304546990738,54.89100512757048,-6.478060101097275,-1.7782574145190526,3.042521480996333,-6.011757582888736,0.248565835426375,-0.5480510053840602,0.1353996031577807,-0.2891421251803149,-0.9476622704903509,0.14257592571945588,-0.29377312405879963,-0.9451822348023547,0.06696838595294717,-0.19107434004884127,0.9792884313917717,-0.06759337150369982,0.19524311269636074,-0.9784228447217489,53.8,54.0,48.9,52.8,62.3,67.2,65.9,66.6,0.86,0.8,0.74,0.79,0.868,0.932,-0.093,0.644,15.7,33.9,96.3,85.3,1.3,7.2,74.8,67.4,14.3,26.7,21.5,17.9,-4.540360211126778,5.511638888789758,51.1863269570645,-5.889496677446863,6.136571730460246,54.94362594218254,-6.0951159088181575,-2.090496941386124,2.955411173894024,-5.742279666712147,0.1318303301297486,-0.5899620508361159,0.1353996031577807,-0.2891421251803149,-0.9476622704903509,0.14257592571945588,-0.29377312405879963,-0.9451822348023547,0.06696838595294717,-0.19107434004884127,0.9792884313917717,-0.06759337150369982,0.19524311269636074,-0.9784228447217489
25,58.20543932465843,60.75783095086454,57.009136942628245,59.82130584982514,82.37027480762816,119.7306357922474,68.60772758028561,55.411568573564395,2.434127973714651,1.988102411591039,5.430887031383629,4.290829481943099,79.93614683391351,117.74253338065635,63.176840548901986,51.120739091621296,-5.690545877078825,-2.5852679527654585,54.28733588447162,-6.7241209220927844,-3.39207598167022,58.27720723469651,-5.103007053472913,4.8064205373547235,1.4487898673258524,-2.7666519940980154,5.686244433718973,-2.1341081887647606,-0.0602953463752426,0.16182952923427973,-0.9849749614448587,-0.060632583139699325,0.16848383821716018,-0.9838378352764345,0.19650765684200502,0.17799946240527054,-0.964210004193018,0.19384816324085619,0.17588205375922128,-0.9651364632908577,56.8,60.0,51.7,56.2,60.1,61.8,64.0,64.6,0.94,0.97,0.81,0.87,-1.17,1.175,-1.461,-1.451,118.5,146.0,161.4,137.5,38.6,28.2,98.3,86.4,79.9,117.7,63.2,51.1,-5.5691434816978385,-2.3723475807519647,54.31488663971847,-6.475823119231712,-3.2271088548583733,58.2901558702061,-4.6047766430362955,4.418107477255384,1.4786449553818974,-2.4078879948694256,5.455733836561945,-2.1040574486370165,-0.0602953463752426,0.16182952923427973,-0.9849749614448587,-0.060632583139699325,0.16848383821716018,-0.9838378352764345,0.19650765684200502,0.17799946240527054,-0.964210004193018,0.19384816324085619,0.17588205375922128,-0.9651364632908577
26,54.89282107132649,57.21256920842187,55.43304531996921,58.10950570075909,28.22579829583537,44.49693899006625,39.806899766926584,51.60661782507596,2.6976347083782977,4.332576764554082,5.706743987667838,6.4945586532373065,25.528163587457072,40.164362225512164,34.10015577925875,45.11205917183865,5.994314599063159,-2.1407885990906235,54.74270917148152,5.91668517495326,0.21717821587084932,58.712103095312685,-5.8752402399142785,-9.223235266618287,4.155420481316699,-5.657122151391766,-8.438972585815153,0.17311546006228853,-0.024397568462207673,0.00861180743050094,-0.9996652416813899,-0.030538423103094285,0.0011266338242487128,-0.9995329586414858,-0.010386915524691075,-0.11680122024870498,0.9931009953344604,0.010668790985653086,0.10781548585726933,-0.9941136745404245,51.9,53.8,48.4,51.0,58.3,62.0,63.9,67.1,0.89,0.87,0.76,0.76,-1.019,-0.272,0.206,-0.321,45.8,141.6,60.7,114.1,20.3,101.4,26.6,69.0,25.5,40.2,34.1,45.1,6.186387373225159,-2.0912784733487957,54.73844800803302,6.423080925328877,0.35510729935616236,58.69678680986215,-5.764028746588275,-9.275094455635026,4.150484354785015,-5.288443810214058,-8.359556509666424,0.18568508395725403,-0.024397568462207673,0.00861180743050094,-0.9996652416813899,-0.030538423103094285,0.0011266338242487128,-0.9995329586414858,-0.010386915524691075,-0.11680122024870498,0.9931009953344604,0.010668790985653086,0.10781548585726933,-0.9941136745404245
27,56.642372898209736,59.06925469517958,57.62485792932233,60.4242373140793,55.636115927124564,45.66714461887067,51.45173253826541,43.93729323264987,3.6978627340011396,3.450604186756485,3.8195099274176525,4.361100117110253,51.93825319312342,42.216540432114186,47.632222610847755,39.57619311553962,4.88336761415537,0.13743247918462473,56.77654057458576,3.2134412073120715,-1.17413155894028,60.50039901379025,5.295959830752632,-5.815669521116532,3.580146184969099,3.876679888481982,-3.6453182597733504,0.22241911465121794,-0.16268395391876078,0.31308476860067547,-0.935687906733661,0.15891676766233584,-0.31437285575396523,0.9359033970025177,-0.20842584598638433,0.09311171334507451,-0.9735958481643215,0.21519606398401506,-0.08963866097906814,0.97244823230014,52.7,55.0,54.3,55.9,61.2,63.6,61.8,65.8,0.86,0.86,0.88,0.85,0.594,0.298,0.468,-1.248,86.8,59.8,106.6,85.3,34.9,17.6,58.9,45.7,51.9,42.2,47.6,39.6,4.9239984582274205,0.12065093517800968,56.7638610987676,3.20641783455085,-1.2118588332854563,60.48891887672395,5.3121944037316915,-5.584302208943049,3.5987979718223078,3.9702638406289466,-3.66089403686432,0.200273884457009,-0.16268395391876078,0.31308476860067547,-0.935687906733661,0.15891676766233584,-0.31437285575396523,0.9359033970025177,-0.20842584598638433,0.09311171334507451,-0.9735958481643215,0.21519606398401506,-0.08963866097906814,0.97244823230014
