x,y,z,channel,particle
38.57762127311294,26.765684516713637,50.420458978882046,0,0
15.941504935341946,59.305069343201886,60.29191500901415,0,0
-25.839649887722246,56.96788887148345,75.93789740671156,0,0
-48.670104886585726,21.017698036345593,72.88014917001331,0,0
-48.32498819067277,-18.374294285842293,57.82883530589506,0,0
-17.290744399547155,-47.84533616722143,51.533904130640444,0,0
22.210593266983665,-40.2918743902116,41.70292013206804,0,0
55.07928961254003,-11.363683286680919,39.50776476260769,0,0
47.56342422297928,18.744988233355997,51.54690131085041,0,0
28.30871378548483,55.674176129818676,61.863234725580185,0,0
-14.669005238060612,64.3253163427872,76.5417159080184,0,0
-45.75748177353463,31.69316124791693,80.12661218526173,0,0
-53.31196267341109,-9.379726370221196,66.40837906072417,0,0
-31.738068716671712,-48.961922587557126,57.71187309014842,0,0
10.955458112814515,-44.15535580292215,47.19229031102735,0,0
51.85624933211334,-25.598539857958354,41.26941126568482,0,0
50.858890460332105,-15.80452455816322,13.605121421848063,0,0
55.8617616437172,27.030481440480123,16.73054641998725,0,0
23.48164319554392,53.36172871554222,10.119032785667821,0,0
-15.861719601608147,59.44043117315684,1.7719306599051587,0,0
-52.91875323866521,36.54544474444268,1.7956816129983837,0,0
-51.29447478560795,-6.076840126350397,-6.141674178020235,0,0
-22.060576059527218,-34.7284172581512,-3.129033586371575,0,0
18.119116153402402,-39.10760244349628,3.2773671849116544,0,0
61.50712304780453,-8.253766878431579,13.487024925962674,0,0
51.41146493644223,36.13955667481978,12.587971030323718,0,0
14.275817652512847,56.722557455733195,3.1928792910115193,0,0
-28.567573006187825,59.053269186802645,-2.149527100189797,0,0
-61.54139771933382,26.785263029862836,-4.620074188203229,0,0
-46.597996164350945,-16.065407148336483,-10.062758755729073,0,0
-11.07626692009278,-39.530046821421955,-7.3553102586372585,0,0
31.080015160096917,-39.54599759526543,1.6799815546039372,0,0
46.5323464673826,26.823312179817673,50.55970099614198,0,1
13.997206097533677,50.67367109888147,42.87669312934753,0,1
-28.18521871534395,51.03689084081072,38.5884829283694,0,1
-54.572566349546534,19.749686155886145,48.907595023403175,0,1
-53.05469807121153,-21.318884469966935,61.239801060157546,0,1
